speaker,confidence,text,target,sentiment,category,summary
성해은,0.95,"제가 거짓말을 하고 있는 걸 알지라도, 저는 그냥 제 마음을 표현하고 싶었어요. 이만큼 우리 둘은 견고하다. 아직. 내 위치도 강력하다.",정규민,negative,emotion_expression,"화자는 거짓말을 하고 있다는 것을 알면서도 자신의 마음을 표현하고 싶어하며, 자신과 상대방의 관계가 아직은 견고하고 자신의 위치도 강력하다고 주장한다."
성해은,0.95,여기 와서 규민이랑 대화는 많이 했어?,정규민,neutral,attention,성해은이 정규민과의 대화 여부를 질문하며 정규민에게 관심을 보임.
성해은,0.95,그래도 생각보다 많이 했어.,,neutral,none,성해은이 무언가를 한 것에 대해 스스로 평가하는 발언.
성해은,0.95,만날 때 누가 더 좋아했어?,정규민,neutral,relationship,성해은이 정규민과의 과거 연애에 대해 질문을 받음
성해은,0.95,규민이에게 훨씬 더 많이 사랑받았었어.,정규민,negative,attention,"과거 정규민에게 더 많은 사랑을 받았다고 언급하며, 과거 회상과 현재 상황에 대한 감정적 대비를 드러냄."
성해은,0.95,자기소에서 유민이가 너 때문에 고생했다고 그랬잖아.,성해은,negative,attention,자기소개에서 이주미가 성해은 때문에 고생했다고 언급한 것에 대한 언급.
성해은,0.95,무슨 고생을 했어?,,neutral,question,상대방의 어려움이나 고생에 대해 묻는 질문
성해은,0.95,"그냥 짜올 일이 많았는데, 내가 생각했을 때는 내가 미안한 일들이 많더라고.",,negative,emotion_polarity,자신이 미안한 일들이 많았다고 말하며 부정적인 감정을 드러냄.
성해은,0.95,"잘 못해줬던 거야? 후회가 많이 됐었어. 규민이가 해준 거에 비해서. 내가 많이 못해준 것 같아서, 제가 봤을 때 헤어짐의 그 규책은 규민 오빠의 X한테 있었던 것 같아요. 후회하는 것 같았어요.",정규민,negative,emotion_polarity,과거에 정규민에게 잘해주지 못했던 것에 대한 후회와 헤어짐의 원인이 정규민의 전 연인에게 있었다고 생각하며 후회하는 감정을 드러냄.
성해은,0.95,규민이가 이번에 데이트 했잖아. 기분이 어땠어?,정규민,negative,emotion_polarity,정규민의 데이트에 대한 질문에 부정적인 감정을 드러냄
성해은,0.95,네. 좋진 않더라고 네.,,negative,emotion_polarity,좋지 않다고 말하며 부정적인 감정을 드러냄.
성해은,0.95,내가 데이트를 해도 괜찮을까?,,neutral,initiative,성해은이 데이트 가능성을 묻는 발언을 통해 관계 형성을 시도하고 있다.
성해은,0.95,그것도 좋지 않을 거 같아.,,negative,emotion_polarity,"제안에 대한 거절 의사를 간접적으로 표현하며, 부정적인 감정을 내비치고 있다."
성해은,0.95,내가 질문해도 될까? 응.,,neutral,initiative,질문해도 되는지 상대방에게 허락을 구하는 발언.
성해은,0.95,규민이를 알아가고 싶은 거야? 규민이한테 호감이 있는 거야?,정규민,positive,emotion_polarity,규민에 대한 호감 여부를 묻는 질문에 대한 답변이므로 긍정적인 감정으로 분류될 수 있음
성해은,0.95,반 반? 호감이 없진 않아.,정규민,positive,emotion_polarity,정규민에게 호감이 완전히 없는 것은 아니라고 말하며 긍정적인 감정을 드러냄.
성해은,0.95,어떤 모습에 호감을 느낀 거야?,,positive,emotion_polarity,"상대방의 어떤 모습에 호감을 느꼈는지 물어보는 발언으로, 긍정적인 감정을 표현하고 있다."
성해은,0.95,좀 성숙하고 따뜻한 모습?,성해은,positive,appearance,자신의 성숙하고 따뜻한 모습에 대한 긍정적 언급
성해은,0.95,기미는 생각보다 엄청 차가운데 따뜻한 모습만 봤어?,정규민,중립,상황 설명,정규민의 차가운 모습에 대한 언급
성해은,0.95,"내가 잘 못 본 건가? 따뜻해 보였어. 웅 잘못 봤을 수도 있고, 음 차가운 모습이면 좀 무뚝뚝한 스타일인가?",,neutral,impression,"성해은은 상대방의 인상에 대해 질문하며, 따뜻함과 차가움 중 어떤 모습인지 궁금해한다."
성해은,0.95,무뚝뚝하고 표현도 많이 어색하고 서툰 편이지.,정규민,negative,description,화자는 상대방이 무뚝뚝하고 표현이 서툴다고 언급하며 부정적인 감정을 드러냄.
Unknown,0.0,기분이 차가운데?,,neutral,none,화자는 상대방의 기분이 차가운지 묻고 있다.
Unknown,0.0,이러는 거예요.,,neutral,none,상황에 대한 묘사 또는 설명으로 감정이나 특정 대상에 대한 언급이 없어 중립적인 발화로 분류됨.
Unknown,0.0,제가 정말 다시 번복하길 바랬나 봐요.,,negative,emotion_polarity,화자는 상대방이 자신의 결정을 번복하길 바랐다는 사실에 대해 부정적인 감정을 드러내고 있다.
성해은,0.95,그럼 마지막으로 규민이 취향 알려줄 수 있어? 음식이나 영화나 노래 이런 거 마지막쯤에 그게 저는 나연이라고 확신을 했거든요. 왜냐면 채팅룸에서 물어봤었을 때도 규민희 씨가 좋아하는 취향 같은 거 있어? 영화라든지 음악이라든지 그걸 물어봤었어요. 나연이가 근데 이번에도 그 변조된 목소리가 그걸 물어보더라고요. 그래서 나연이구나.,정규민,neutral,statement,"성해은은 마지막 채팅에서 정규민의 취향을 묻는 사람이 김나연이라고 확신했다고 말했다. 채팅룸에서 김나연이 정규민의 취향을 물어봤었고, 이번 변조된 목소리도 같은 질문을 했기 때문이다."
성해은,0.95,"규민이 취향은 딱히 없고, 규민이가 호불호가 있는 편이 아니라서 기분이 취향이란 게 딱히 없어.",정규민,neutral,statement,"정규민의 취향이나 호불호가 뚜렷하지 않다고 언급하며, 기분에 따라 취향이 달라지는 것 같다고 말함."
성해은,0.95,그냥 착한 사람 좋아해.,,positive,emotion_polarity,착한 사람을 좋아하는 감정을 표현함
성해은,0.95,규민이랑 연애할 때 장단점 하나씩 말해줄 수 있어?,정규민,neutral,relationship,정규민과의 연애에 대한 질문에 답변을 요청받음
성해은,0.95,"건강하게 생활하려고 노력하는 편이라서 좋고, 단점은 자존심이 좀 세.",성해은,positive,self_description,"자신에 대해 건강하게 생활하려 노력하는 점이 좋다고 말하며 긍정적으로 평가하고, 단점으로 자존심이 센 것을 언급함."
성해은,0.95,너한테도 자존심을 많이 부렸어?,정규민,negative,emotion_polarity,자존심을 부렸다는 언급을 통해 부정적인 감정을 간접적으로 드러냄
성해은,0.95,그런 모습들이 있었지.,,neutral,reminiscence,과거의 특정 모습에 대한 회상
성해은,0.95,오늘 조언해줘서 고마워.,,positive,emotion_polarity,상대방에게 고마움을 표현하는 발언
성해은,0.95,내일 기대돼.,,positive,emotion_polarity,내일에 대한 긍정적인 감정을 표현함
성해은,0.95,잘 못 들었어. 내일 기대될 데이트가 음. 기대돼.,,positive,emotion_polarity,내일 데이트에 대한 기대감을 표현함
성해은,0.95,데이트를 한 번 했었을 때보다 더 기대돼?,,positive,emotion_polarity,성해은이 데이트에 대한 기대감을 드러냄
Unknown,0.0,네.,,neutral,response,대화에 대한 긍정 응답
Unknown,0.0,어우.. -------------------------------------------- 씬 1 해은 독백,,neutral,none,감정을 드러내지 않는 단순한 감탄사
패널,,하아..,,negative,emotion_polarity,한숨을 쉬며 부정적인 감정을 드러냄
패널,,무슨 백분처럼 보는 것 같아 미쳐버리겠다.,,negative,emotion_polarity,미쳐버리겠다는 감정적 표현에서 부정적 감정이 드러남.
패널,,진짜 혜은씨의 마음이 너무 처절하게 느껴져요.,성해은,negative,emotion_polarity,성해은의 감정에 대한 처절함을 언급하며 부정적인 감정을 표현함
Unknown,0.0,네.,,neutral,response,단순 응답
패널,,약간 혜윤 님이 오히려 저렇게 방어를 함으로써 그만큼 규민 님이 좋은 사람이라는 걸 느껴서 더 저렇게까지 방어하는 거 보면 정말 좋은 사람이거든요.,정규민,positive,emotion_polarity,규민이 좋은 사람이라는 것을 느껴서 혜윤이 방어하는 것 같다는 발언
패널,,그만큼 뺏기기 싫은가?,,negative,emotion_polarity,질투심을 드러내는 발언
패널,,그래서 더 데이트하려고 그런..,,neutral,initiative,데이트를 하려고 하는 의도에 대한 언급
패널,,나연 씨는 알거든 같이 이렇게 술도 먹어가면서 이 사람 어떤 사람인지 알잖아. 우리가 만나가지고 긴 시간 얘기를 하다 보면 근데 현실이 그걸 다 쳐내는 거잖아.,,negative,갈등,"출연자 나연을 통해 상대방을 알게 되지만, 현실적인 문제로 관계가 어려워짐을 토로함."
성해은,,"도와줘, 너무 절망적이었어요.",성해은,negative,emotion_polarity,화자는 절망적인 감정을 표현하고 있다.
성해은,,또 상대가 나 기대돼 하고 끝났었거든요.,,neutral,attention,"상대가 자신에게 기대하고 있다는 사실을 언급하며, 상대방에 대한 감정적 초점을 드러냄."
성해은,,거기에 슬퍼하고 있는데 또..,,negative,emotion_polarity,"슬픔을 느끼는 상황에 대한 언급으로, 부정적인 감정을 표현함."
성해은,,그 문자가 와서 진짜 무너졌어요. 마음이 .,,negative,emotion_polarity,문자를 받고 마음이 무너졌다고 말하며 부정적인 감정을 표현함.
성해은,,두 번째로 문자를 받은 거니까 또 세 번째도 있나 둘 다 했을 것 같아요.,,neutral,speculation,성해은은 문자를 두 번 받은 상황에서 세 번째 문자를 받을 가능성에 대해 추측하고 있다.
성해은,,물론 거짓말은 하긴 했지만 데이트하려는 여자들한테 내가 알려주는 상황 자체가 너무 아팠어요.,,negative,emotion_polarity,데이트 상황을 알려주는 것 자체가 괴롭다고 토로함.
성해은,,"그리고 두 명이나 규민이 지목한 것도 아팠고, 나는 이렇게 계속 힘든데.. 규민이는 또 내일 행복하겠다.",정규민,negative,emotion_polarity,"규민이 자신 외 다른 여성을 지목한 것에 대한 아픔과 힘든 감정을 토로하며, 규민이는 앞으로 행복할 것이라는 부정적인 감정을 드러냄."
성해은,,싶은 생각도 들고,,neutral,neutral,특별한 감정이나 의도를 드러내지 않는 중립적인 발언입니다.
성해은,,흑흑..흑흑흑....,,negative,emotion_polarity,슬픔으로 인해 울고 있음. 부정적인 감정이 드러남.
성해은,,후.. 후.. ------------------------------------------ 씬2 해은규민 숙소대화,,None,None,성해은의 한숨
성해은,,근데 우리만 말 안 놓은 거 아세요?,,neutral,social,"성해은이 다른 출연자들은 말을 놓았지만, 자신과 특정 인물만 말을 놓지 않았다는 사실을 언급하며 사회적 관계에 대한 인식을 드러냄."
정규민,,아..,,neutral,response,"단순한 감탄사로, 특별한 감정이나 의도를 드러내지 않음."
성해은,,네. 좀 티난다고 생각 안 하세요?,,neutral,general,상대방에게 어떤 행동이 눈에 띄는지 묻는 질문.
정규민,,응? 말을 많이 못해봐가지고,,neutral,lack_of_interaction,정규민이 다른 출연자들과 충분히 대화하지 못했음을 언급하며 어색함을 표현함.
성해은,,저희 둘만 동갑인데 말을 계속 안 놓고 있어요.,,negative,관계,동갑인데 말을 놓지 않는 것에 대한 불편함을 토로함.
정규민,,말 편하게 하세요. 그러면.,,neutral,relationship,상대방에게 편하게 말할 것을 제안하는 발언.
정규민,,말 편하게 하시죠.,,neutral,relationship,정규민이 상대방에게 편하게 말하자고 제안함.
정규민,,말을 많이 못해봐서 어색해가지고 편하게 하시죠 그러면 그렇게 계속 구경만 하지 말고 개던가?,,neutral,social,"정규민이 상대방에게 어색함을 느끼고 편하게 대화하자고 제안하며, 소극적인 태도를 지적하고 있다."
성해은,,ㅎㅎㅎㅎㅎ 기다리고 있었어요.,,positive,emotion_polarity,상대방을 기다렸다는 긍정적 감정을 표현함
성해은,,행복하세요?,,positive,emotion_polarity,"상대방의 행복을 묻는 발언으로, 긍정적인 관심을 표현함"
성해은,,(다른 출연자 등장) 이거 이렇게 개는 거 아니에요?,,neutral,instruction,다른 출연자에게 방법을 묻는 중립적인 발언
성해은,,그렇게 어떻게 개요?,,neutral,none,상대방의 말을 이해하지 못하거나 되묻는 질문
정규민,,마음대로. 마음대로 하세요.,,neutral,response,"상대방에게 결정을 맡기는 발언으로, 특별한 감정이나 의도를 드러내지 않습니다."
성해은,,아니 그게 부러워서 물어보는 건데?,,neutral,none,상대방의 질문 의도에 대한 해명
패널,,왜 와서 구경해?,,neutral,general,상대방의 행동에 대한 질문
패널,,쟤 왜 저렇게 구경하고 있어?,,중립,관찰,다른 출연자의 행동에 대한 단순한 관찰
패널,,왜 저렇게.. 나 근데 진짜 원빈 좋았는데 제발 좀 나가줘 한 번만. 진짜. 진짜 오늘 원빈인가. 거기서 뭐해 진짜. 제발. 제발. 그러니까 원빈 갖고 왜 나왔어 여기서. 아니. 그 둘 사이에 왜 껴왔잖아. 원빈이 수건 잘 개는 거 알거든? 아 근데 제발!,,negative,emotion,"원빈이라는 인물에 대한 강한 부정적 감정을 드러내며, 특정 상황에서 벗어나기를 간절히 바라고 있다. 원빈이 다른 두 사람 사이에 끼어든 상황에 대한 불만을 표현하며, 원빈에 대한 강한 반감을 드러내고 있다."
패널,,아 진짜 제발 제발! 제발!,,negative,emotion_polarity,화자가 '제발'이라는 단어를 반복하며 부정적인 감정을 강하게 드러내고 있습니다.
패널,,"방해하지 마라, 제발.",,negative,general,대화 중단을 요청하는 발언
패널,,저 규민 씨가 아까 수건 던져준 거에서부터 그냥 마음 다 풀렸거든요?,정규민,positive,emotion_polarity,정규민이 수건을 챙겨준 행동에 마음이 풀렸다고 말함
패널,,"나 원빈 너무 사랑해, 근데..",,positive,emotion_polarity,원빈에 대한 강한 애정을 표현함
성해은,,아니 그게 불어서 물어보는 건데.,,neutral,none,상황에 대한 설명으로 감정이나 의도를 직접적으로 드러내지 않음
성해은,,이거?,,neutral,unknown,단순 질문
박원빈,,그냥 제가 느꼈을 때는 그렇게 서로 얘기하는 모습이 자기 전 X랑 얘기하는 것처럼 보였어요.,,negative,attention,"박원빈은 성해은과 정규민이 대화하는 모습이 과거 자신의 X와 대화하는 모습과 비슷하다고 느꼈다고 발언하며, X에 대한 언급을 하고 있다."
정규민,,저는 그게 맞는 거 같은데?,,neutral,agreement,정규민은 상대방의 의견에 동의하고 있다.
패널,,아이고. 아 진짜. 역시 원빈. 민수가 정말 빨라요.,,중립,일반 감상,원빈의 외모에 대한 감탄과 민수의 빠른 행동에 대한 언급.
성해은,,이거 가지고 제가 그거 좋아하고 있으니까 그거 가질게요.,,positive,emotion_polarity,"""좋아한다""는 직접적인 언급을 통해 긍정적인 감정을 표현함."
정규민,,이거 정리할게요.,,neutral,meta,발화 내용 요약 또는 정리 의사를 밝힘
성해은,,감사합니다.,,positive,emotion_polarity,감사 인사를 통해 긍정적인 감정을 표현함.
정규민,,네.,,neutral,response,정규민의 긍정 또는 부정의 감정 표현이 없는 단순 응답
정규민,,아니 미쳤어요 어떻게든 뺏어가려고,,negative,emotion_polarity,정규민은 누군가가 무언가를 뺏어가려고 하는 상황에 대해 분노를 느낀다.
성해은,,아냐 아냐 아냐 아냐 아냐 아냐 죄송해요.,,negative,apology,미안함을 표현하는 발언
성해은,,유리가 같으시네요.,,neutral,none,유리(출연자 이름)가 같다는 언급.
정규민,,나 지금 힘이 없어서..,,negative,emotion_expression,정규민이 현재 힘이 없다고 말하며 부정적인 감정을 표현함.
성해은,,"네네, 힘이 없어 보이는데 저보다.",,negative,emotion_polarity,힘이 없어 보인다는 말에서 부정적인 감정이 드러난다.
정규민,,네.,,neutral,response,정규민의 긍정 또는 부정의 감정이 드러나지 않은 단순 응답
정규민,,어우 뭐.. 뭘 하러 가시죠?,,neutral,question,상대방의 목적지를 묻는 질문
성해은,,네,,neutral,response,단순 응답
정규민,,올라가실 거예요? 저는 그냥 잠깐 바람 좀 쐬고 싶어서 뭐지?,,neutral,unknown,"정규민이 혼잣말로 올라갈 것인지, 바람을 쐬고 싶은 것인지에 대해 생각하는 발언이다."
성해은,,뭐하세요?,,neutral,question,상대방의 행동을 묻는 질문
성해은,,담배 피우지 앉..앉을래?,,neutral,initiative,상대방에게 흡연을 제안하며 대화를 시작하려는 시도로 보입니다.
패널,,아!,,neutral,none,감정이나 의도를 특정하기 어려운 단순 반응
패널,,그래! 원했어 이 그림 원했어 진짜 이 그림 진짜 우리가 원했던 그림이잖아 왜 앉을래 하나에 며칠을 소비했어 와 진짜 10화야 지금 왜 이 그림을 만들라고 며칠을 됐어 제발 조금만 친절하게 대해줘요. 대화를 좀 해주고 그냥 제발 왜 내 마음이 녹지 근데? 어떤 대화라도,,negative,emotion_polarity,"그림을 만드는 과정이 힘들었음을 토로하며, 상대방에게 친절하게 대해주고 대화를 해달라고 호소하는 발언."
성해은,,나 이거 처음 앉아 봐.,,neutral,general,처음 앉아보는 것에 대한 단순 언급
정규민,,아 진짜? 여기 시원하고 좋아,,positive,emotion_polarity,정규민은 장소에 대해 긍정적인 감정을 표현함.
성해은,,왜 이렇게 저한테 거리를 두세요.,,negative,갈등,상대방이 자신에게 거리를 두는 것에 대한 불만과 서운함을 표현하는 발언
정규민,,"아니, 그런 게 아니고.. 오늘은 오로지 그냥 내가.. 내가 힘들어가지고",,negative,emotion_expression,정규민은 힘든 감정을 토로하며 어려움을 표현함.
성해은,,왜?,,neutral,uncategorized,"질문에 대한 직접적인 답변이 없는 짧은 발언으로, 감정이나 특정 대상에 대한 언급이 없어 감정 분석 및 관계 분석이 어렵습니다."
정규민,,그냥 이것저것 일이 많아서,,neutral,general,"정규민은 여러 가지 일로 바빴음을 언급하며, 구체적인 감정이나 대상에 대한 언급은 없습니다."
성해은,,그냥 체력적으로 힘들어?,,neutral,none,체력적인 어려움을 묻는 질문
정규민,,체력적으로도 그렇고 감정적으로도 그렇고 쉽지 않지,,negative,negative_emotion,"체력적, 감정적으로 힘든 상황에 대한 언급"
성해은,,세상 신나 보이시던데?,,neutral,none,상대방의 기분을 묻는 질문
정규민,,오늘은 진짜 하나도 안 신났어,,negative,emotion,정규민은 오늘 전혀 신나지 않았다고 부정적인 감정을 표현함.
성해은,,오늘 바쁘지 않으셨어요?,,neutral,inquiry,상대방의 바쁜 정도를 묻는 질문
정규민,,이거 계속 힘들었지,,negative,emotion_polarity,정규민은 상대방이 힘들어했던 과거에 대해 언급하며 안타까움을 드러내고 있습니다.
성해은,,그래요?,,neutral,uncategorized,상대방의 말에 대한 단순한 동의 또는 확인 응답
정규민,,나 잠깐 얘기해야 될 사람이 있어가지고.좀 쉬다 나올래?,,neutral,initiative,정규민이 누군가에게 잠시 이야기를 해야 한다며 쉬었다 나오자고 제안하며 대화를 주도하려는 모습을 보임.
성해은,,나 할 말 있어서 잠깐 나갈게 하고 갑자기 나갔거든요 나연이랑 방에 가서 얘기하더라고요 나도 방에 들어가야되는데.. 둘이 꽤나 오랫동안 이야기 하더라고요 --------------------------- 씬 3 규민해은 대화,정규민,negative,불안,성해은은 김나연과 정규민이 함께 방에 들어가 오랫동안 이야기하는 상황에 불안감을 느낀다.
정규민,,괜찮아?,,neutral,question,상대방의 상태를 묻는 질문
이나연,,모가?,,neutral,question,상대방의 말을 되묻는 질문
정규민,,그냥 그냥 물어보는 거야 너가 그때 데이트하고는 되게 힘들었다고 했잖아,성해은,negative,attention,정규민이 성해은에게 과거 데이트가 힘들었는지 물어보며 X에 대한 언급을 함.
이나연,,으응 오늘은 행복했는데?,,positive,emotion_polarity,오늘 하루가 행복했다고 말하며 긍정적인 감정을 표현함.
정규민,,아 그래?,,neutral,response,상대방의 말에 대한 단순한 반응.
이나연,,응 ㅎㅎ,,positive,none,긍정적인 반응을 보임
정규민,,나도..,,neutral,response,상대방의 말에 동조하는 짧은 대답.
이나연,,오빠 많이 힘들어?,,negative,emotion_polarity,상대방의 힘든 상황에 대한 공감과 걱정을 표현하는 발언
정규민,,"아니, 그 정도는 아니고 궁금해가지고 왔어",,neutral,curiosity,"궁금해서 왔다는 발언으로, 중립적인 호기심을 표현함"
이나연,,나 걱정돼서? 너나 잘해~,,negative,갈등,"화자는 상대방에 대한 불쾌감을 드러내며, 자신의 일에 신경 쓰라는 부정적인 감정을 표현하고 있다."
정규민,,아니 알았어 알았어 그만해,,negative,짜증,정규민이 짜증을 내며 상대방에게 그만하라고 말함.
이나연,,아니 장난이야 장난이야 --------------------------------------- 씬3 태이해은 대화,,neutral,none,상대방의 말을 가볍게 받아들이는 발언
김태이,,왜 울어요?,,negative,emotion_expression,상대방의 울음에 대한 질문
성해은,,안 울어요 아니야 내가 그냥..,,negative,emotion_expression,울지 않으려고 하지만 감정이 북받치는 듯한 발언
김태이,,내가 나가 있을게..,,neutral,relationship,김태이가 자리를 비켜주겠다는 의사를 표현함.
정규민,,놀다 잘거지?,,neutral,relationship_maintenance,정규민이 상대방에게 밤에 잘 것인지 묻는 질문.
이나연,,엉,,neutral,response,단순 응답
정규민,,안들어가셨네요?,,neutral,none,상대방의 부재를 확인하는 질문
성해은,,"어떻게 들어가, 너네 얘기하고 있는데",,neutral,statement,다른 사람들의 대화에 참여하는 것에 대한 질문
정규민,,"밖에라도 나가 있을 줄 알았지, 안 추워?",,neutral,question,상대방의 현재 위치와 날씨에 대한 질문.
성해은,,나는 방에 들어가고 싶었거든,,neutral,intention,방에 들어가고 싶다는 의사를 표현함
정규민,,"지금, 지금 비었어 들어가도 될 것 같은데",,neutral,suggestion,정규민이 빈 자리가 있으니 들어가도 될 것 같다고 제안함.
정규민,,괜찮아?,,neutral,question,상대방의 상태를 묻는 질문
성해은,,괜찮지,,neutral,none,상대방의 의견을 묻는 질문
정규민,,"다리, 날에 베인건가?",,neutral,일상,다리에 상처가 났는지 묻는 질문
성해은,,무슨 할 말이 그렇게 많아? 그냥 걱정되는게 있어가지고 물어보려 갔지 그냥 이렇게 얘기했어. 지금 얘기하는 것처럼,,negative,attention,걱정되는 점이 있어 물어보려 했다는 언급을 통해 불안감을 드러냄.
성해은,,굳이?,,neutral,uncertainty,상대방의 제안이나 행동에 대한 의구심을 표현하는 발언
정규민,,아니 나도 걱정되는게 있어가지고,,negative,negative_emotion,정규민은 걱정되는 점이 있다고 언급하며 불안감을 드러냈다.
성해은,,내가 더 걱정 안돼 근데?,,negative,emotion_polarity,화자는 상대방이 자신을 더 이상 걱정하지 않는 것에 대해 서운함을 느끼고 있습니다.
정규민,,괜찮다고 물어봤잖아,,중립,질문,상대방의 상태를 확인하는 질문을 언급함
정규민,,뭐가 그렇게 힘들었을까,,negative,emotion_polarity,"힘들었던 과거에 대한 언급으로, 부정적인 감정을 내포하고 있습니다."
정규민,,"그냥 지금 내가 힘든걸, 똑같이 걸 느끼고 있을 것 같아가지고",성해은,negative,emotion_polarity,정규민은 현재 자신이 느끼는 힘든 감정을 성해은도 똑같이 느끼고 있을 것이라고 생각하며 괴로워하고 있다.
성해은,,걱정이 많이 됐나보다,,negative,emotion_polarity,화자는 상대방에 대한 걱정을 표현하며 부정적인 감정을 드러냄.
정규민,,왜그래 ㅎㅎ,,neutral,question,상대방의 상태를 묻는 질문.
성해은,,웃겨?,,neutral,none,상대방의 질문에 대한 단순 응답
정규민,,왜 그래,,neutral,question,상대방의 상태를 묻는 질문
성해은,,"그렇잖아, 나랑 얘기하다 갔잖아",,neutral,none,상대방이 화자와 대화하다가 다른 곳으로 갔다는 사실을 언급하고 있습니다.
정규민,,원래 얘기하려고 기다리고 있었어,,neutral,initiative,정규민이 상대방과 대화하려는 의지를 드러냄.
정규민,,내가 울고 있는데 그걸 모른 척하고 나연이한테 가서 얘기를 하고 울고 있는 나보다 더 걱정이 되는 게 있나 너무 서운하고 그게 뭐인지도 궁금하고 그리고 그만큼 둘이 아까워졌구나 하는 마음에 아프기도 하고,,negative,emotion_polarity,정규민은 자신이 울고 있는데 나연에게 가서 이야기하는 모습에 서운함과 아픔을 느꼈다고 말함.
정규민,,난 내려갈게,,neutral,일상,정규민이 아래층으로 내려가겠다는 의사를 표현함.
정규민,,그렇게 보지마 들어갈게 들어간다?,,neutral,uncategorized,정규민의 발언은 특정 감정이나 관계에 대한 언급 없이 상황에 대한 묘사로 보입니다.
성해은,,넌.. 나연이는 걱정되고 나는 걱정안돼?,정규민,negative,negative_emotion,상대방에 대한 서운함과 질투를 표현하는 발언
정규민,,걱정돼서 물어봤잖아 아까 와가지고 괜찮냐고,,negative,갈등,"정규민이 상대방에게 걱정돼서 괜찮냐고 물어봤다고 언급하며, 갈등 상황을 내비치고 있다."
정규민,,이거 (상처) 걱정되는거야? -나은,,negative,emotion_polarity,상대방의 상처에 대한 걱정을 표현하며 부정적인 감정을 드러냄.
정규민,,그거 걱정되서 물어봤겠어? 제가 혜연이랑 더 가까워지고 그러면 신경 쓰지 않았던 감정들이 X에 대한 감정들이 확 올까봐 더 거리를 두고 있기는 한 거는 맞는 거 같아요.,성해은,negative,attention,"정규민은 자신이 김혜연과 가까워짐으로써 성해은이 X에 대한 감정이 다시 올라올까 봐 거리를 두고 있다고 언급하며, X에 대한 감정적 영향을 우려하고 있다."
정규민,,"지수가 너무 마음이 많이 쓰여가지고 나연도 그렇고, 그 친구의 감정까지 좀.. 받아들일 수 있는 여력이 안 됐어가지고 혼자 있으려고 하는데 계속 따라다니니까, 아, 좀 진짜 싫더라고요. ----------------------------- 씬 4 패널 대화",,negative,emotion_polarity,"정규민은 지수와 나연에게 마음이 쓰여 다른 사람의 감정까지 받아들일 여력이 없어 혼자 있고 싶어했지만, 계속 따라다니는 행동에 싫다는 감정을 느꼈다."
Unknown,0.0,"본인 인터뷰했던 얘기 토대로 내가 이 감정이 오늘 전 X까지 챙길 수 있을 만한 감정의 방이 없었어요 라고 얘기하면, 난 뭐 이 행동이 좀 이해가 되긴 하는데, 그건 뭐 어떻게 누가 보느냐에 따라서 다른 것 같아. 본인의 말대로 우리가 그걸 보면, 난 또 이해가 돼. 근데 본인이 다 정리가 됐었어도, 꼭 혜연 씨랑 있다가 혜연 씨 보는 앞에서 불러서 혜연 씨 방에서 그렇게 오랜 시간 동안 혜연이 씨를 테라스에 냅두고 대화를 꼭 굳이 했었어야 했나, 그래서 나는 들었던 생각이 굳이라는 뭐 아까도 굳이라는 얘기를 했는데, 근데 진짜 그 정도로 마음이 없나 봐, 그게 안 보일 정도로 그냥 내가 이 사람한테 지금 이렇게 내가 여기서 부르는 게 실수하는 거라고 아예 생각을 못하는 단계인 것 같은. 어떻게 그럴 줄 알았지? 음, 되게 오빠..",,negative,critical,"화자는 상대방의 행동(혜연 씨 앞에서 전 연인인 X를 불러 오랜 시간 대화한 것)에 대해 비판적인 의견을 제시하며, 상대방이 혜연 씨에 대한 배려가 부족하고 상황 판단 능력이 떨어진다고 생각한다. 또한, 상대방이 자신의 행동이 실수라는 것을 인지하지 못할 정도로 마음이 없는 것 같다고 추측하며 실망감을 표현한다."
Unknown,0.0,"아니, 저는 정말.. 왜? 그런 생각이 제일 많이 들었던 게 그렇게 밖에서 불러서 얘기했잖아요. 그러고 얘기 끝나고 나와서 다시 혜은 씨한테 가는 이유를 모르겠었어. 그러니까 저도. 왜?",성해은,negative,emotion_polarity,화자는 상대방이 밖에서 대화 후 성해은에게 돌아간 이유에 대해 이해하지 못하고 혼란스러워하며 부정적인 감정을 드러내고 있다.
Unknown,0.0,"그러니까 뭐냐면 안에서 얘기를 하고 나왔을 때 혜은이 바깥에 아직 아직까지 있을 거라고 예상을 못했던 것 같아, 규민 입장에서. 그래서 왜 안 들어갔어? 왜 여기 있어? 당연히 본능인 거야. 밖에 전 X가 내가 나았을 때 있었던 그곳에 아직도 있다 그러면 누구든 다 들어가지. 누구든 다 들어가도 왜 있어? 라고 물어볼 만한 그 얘기인 것 같기는 해.",정규민,negative,attention,규민이 해은이 X와 함께 있었던 장소에 해은이 있는 것을 보고 '왜 여기 있어?'라고 물어본 상황에 대한 언급.
SPEAKER_11,,어쨌든 지금 사귀고 있는 건 알잖아요. 근데 혜윤 님은 뭔가 아직도 자기 남친인 것처럼 이렇게 하는 것도 어떻게 보면 안 맞는 행동이긴 하거든요.,,negative,갈등,"화자는 현재 사귀는 사람이 있음에도 불구하고, 출연자 '혜윤'이 마치 자신의 남자친구인 것처럼 행동하는 것이 부적절하다고 생각한다."
