speaker,text,target,sentiment,category,summary
이지연,김윤이 형 보여줘.,,neutral,request,김윤이 형에 대한 정보를 요청함
정규민,너 뭐 아무 생각 없잖아. 아이 뭐 좋아.,,positive,emotion_expression,"""좋아""라는 표현을 통해 긍정적인 감정을 드러냄."
박나언,대체 잘하고 오세요.,,neutral,farewell,상대방에게 잘 다녀오라는 격려의 말을 건네는 발언.
남희두,나 울어도 돼?,,negative,emotion_expression,화자는 울고 싶을 정도로 힘든 감정을 표현하고 있다.
김태이,기뻐서?,,positive,emotion_expression,기쁨을 표현하는 발화
이지연,내일 봬요 누나 와아!,,positive,initiative,"상대방에게 긍정적인 반응을 보이며, 만남을 기대하고 있다."
이지연,"혜윤 누나 얼굴 인상 좋고, 그냥 딱 귀에 와닿았어요. 헤어 누나 이름이랑 헤어 누나 사실 처음부터 혜연 누나를 제작하고 싶었는데, 너무 긴장해서 이름이 맞는지 모르는지 몰라서 물어봤었고, 여기서 지목이야 시청해주셔서 감사합니다.",성해은,positive,attention,"이지연이 혜윤 누나에 대해 얼굴 인상이 좋고 귀에 와닿았다고 칭찬하며 호감을 표현하고, 이름을 정확히 몰라 물어봤던 것에 대해 언급하며 관심을 보임. 시청자들에게 감사 인사를 전함."
김태이,지금?,,neutral,question,특정 시간이나 상황에 대한 확인을 요청하는 질문
이지연,"그리고 또 바로 제가 말하기에는 좀 그랬던 분위기여서 기다렸었어요, 타이밍에. 처음부터 혜연 누나 하려고 했었어요.",성해은,neutral,statement,"이지연은 다른 사람의 눈치를 보느라 말을 아꼈으며, 처음부터 성해은에게 호감을 표현하려 했다고 진술함."
정규민,혜은 언니 할 것 같아요. 현규가 좋아하는 스타일 같았어요.,성해은,positive,impression,정규민은 김현규가 성해은을 좋아할 스타일이라고 추측하며 긍정적인 인상을 표현함.
이지연,내일 봬요 누나 와아아아아아아아아!!!,,positive,initiative,"내일 다시 만나는 것에 대한 긍정적 표현과 함께, '누나'라는 호칭을 사용하여 친밀감을 드러내고 있음."
남희두,"너무 놀랐어요, 전혀 예상을 안 하고 기대도 안 하고 있어서 기분은 좋았어요 어쨌든 이 중에서 그의 눈에는 눈에 띄었다는 거니까 일단 기분은 좋았어요.",,positive,self_talk,자신이 예상치 못한 상황에서 상대방의 눈에 띄었다는 사실에 놀랐지만 기분이 좋았다는 발언.
성해은,교윤 오빠 뭐 하는 거야? 뭐해? 옆에 앉아있잖아 시청해주셔서 감사합니다.,김교윤,neutral,question,"김교윤에게 무엇을 하는지 묻고, 시청자에게 감사 인사를 전하는 발언."
남희두,"그리고 그것도 규민이가 보고 있는 거잖아요, 규민이한테도 봤지? 이런 느낌으로 그래서 기분이 좋았어요. 봤지?",정규민,positive,attention,"남희두가 정규민에 대한 관심과 긍정적 감정을 드러내고 있으며, 정규민이 자신을 보고 있다는 사실에 기뻐하고, 확인하려는 발언을 함."
박나언,할 수 있었고 갑자기 혜은이를 선택을 하더라고요. 되게 깜짝 놀랐어요.,성해은,negative,surprise,박나언은 누군가가 갑자기 성해은을 선택한 것에 대해 놀라움을 표현하며 부정적인 감정을 드러냄.
박나언,"그리고 질투 났어요, 누나!",성해은,negative,emotion_polarity,박나언이 질투를 느꼈다고 표현함.
이지연,같이 마셔요.,,neutral,initiative,술자리를 제안하는 발언
남희두,어 네네.,,neutral,response,상대방의 말에 대한 단순한 동의 또는 긍정적인 반응
남희두,술 많이 마셨어요?,,neutral,question,상대방의 음주 여부를 묻는 질문
이지연,저는 아예 처음부터 마셔서 쨘이\~\~ 라온이가 후진을 몰라요.,,neutral,self_introduction,"이지연은 술을 처음부터 마시기 시작하며, 라온이라는 사람이 후진을 모른다고 언급함."
김태이,물에 빠지면 멈추는데 안 멈추고 돌까지 가가지고 못 나오고 있더라고요. 그 서핑 강사분이 저기 돌 엄청 많아서 혼자 못 나온다.,,negative,situation_description,김태이가 물에 빠진 사람이 돌 때문에 나오지 못하는 상황을 설명하며 걱정하고 있다.
김태이,"누군가는 데리러 가야 된다 땅에 발을 대웠는데? 진짜 돌이 무릎까지 올라오는 돌도 있고, 되게 날카로워서 나원이 보드 위에 올려놓고 돌 밟고 서서 이렇게 봐도 안 올 때 미뤄졌어.",박나언,negative,situation_description,"김태이는 누군가를 데리러 가는 상황에서 땅의 상태가 좋지 않아 어려움을 겪었으며, 특히 박나언을 보드 위에 올려놓고 돌을 밟으며 기다렸지만 오지 않아 상황이 미뤄졌다고 설명하며 어려움을 토로하고 있다."
정규민,"구하러 와줘서 되게 고마웠어요. 왜냐하면 너무 무서운 거예요. 돌이 너무 많고 거기가 발 하나만 닿아도 너무 아픈데, 오빠가 저기서 막 오고 장난으로 왜 여기까지 왔냐고 하면서 다 밀어주고, 되게 고마웠어요. 음, 배려심 있네? 딱 봐도 남자답긴 하니까.",,positive,gratitude and appreciation,"정규민이 누군가에게 도움을 받아 고마움을 표현하며, 상대방의 배려심과 남자다운 면모에 대해 긍정적으로 평가하고 있다."
이지연,이 시각 세계였습니다. 유리를 잘라보신 일이 있을까요?,,neutral,informative,이지연이 유리 절단 경험에 대한 질문을 던짐
정규민,없어요.,,neutral,none,발화 내용이 없음
이지연,아무래도 우리를 잡을 일이 쉽지는 않으실 겁니다. 잘 어울려요. 옆에 도와드린 이 두 개의 칼이 있는데요.,,neutral,statement,"이지연이 누군가에게 하는 말로, 자신들과 관련된 일을 잡는 것이 쉽지 않을 것이라고 말하며, 옆에서 도와주는 칼 두 개가 있다고 언급한다."
김태이,"자, 파손 고기 더 많이.",,neutral,unclassified,김태이가 파손된 고기에 대해 언급함.
정현규,보통이 아닌 것 같아. 진짜 보통이 아닌 녀석이다.,,positive,칭찬,정현규가 누군가를 칭찬하며 '보통이 아닌 녀석'이라고 표현함.
박원빈,오빠 유행어가 생각났어.,,neutral,statement,박원빈이 자신의 유행어가 생각났다고 발언함
정현규,보통 녀석이 아니야.,,neutral,general,정현규가 누군가에 대해 '보통 녀석이 아니다'라고 평가함
박원빈,보통 녀석이 아니구만.,,neutral,general,상대방에 대한 감탄을 표현하는 발언
정현규,둘의 그림 자체가 약간 너무 자연스러운 게 현규 씨가 동생처럼 안 보여.,정현규,neutral,observation,정현규와 다른 출연자 간의 관계가 자연스러워서 정현규가 동생처럼 보이지 않는다는 관찰.
성해은,"그러나 눈빛이 약간 누나 바라보는 눈보다 약간 여자 바라보듯이 바라봐주니까, 좀 덜 연하 느낌이 나는 것 같아.",정현규,positive,관계,상대방이 자신을 이성으로 봐주는 것 같아 긍정적인 감정을 드러냄.
박원빈,정말 이 한 사람한테만 직진할 것 같은? 그 느낌은 확실히 있는 것 같아.,,positive,general,박원빈은 특정 인물에게만 직진할 것 같다는 긍정적인 느낌을 표현함.
이지연,"아까 얘기했잖아. 아원 씨도 얘기했잖아. 그냥 자기가 좋아하면 무조건 내 쪽으로인데, 내 쪽으로 상관없다.",김지수,neutral,statement,"이지연은 아원 씨의 발언을 인용하며, 아원 씨가 좋아하는 사람이 있으면 자신에게 상관없이 무조건적으로 향한다고 언급함."
김지수,맞아 맞아.,,neutral,response,상대방의 말에 동의하는 반응
김지수,젤아 끝!,,neutral,uncategorized,김지수가 '젤아 끝!'이라고 외침.
이지연,아아아아아!,,neutral,reaction,감탄사
김태이,귀여워!,,positive,admiration,귀여움에 대한 긍정적 반응
이지연,심쿵 리액션 좋다 시러가 크네.,,positive,general,이지연은 심쿵 리액션에 대해 긍정적인 감정을 표현하고 있다.
이나연,이렇게 귀여운 걸 하고 있었다고?,,positive,general,귀여움에 대한 긍정적 반응
남희두,"형이 뭘 열심히 만들고 있는 거예요? 근데 하트를 만들고 있더라고요, 너무 귀엽잖아요, 너무 귀엽지 않아요? 반전이고, 의외고, 너무 귀여웠어, 아 부끄러우시구나. 소위까지죠, 소위까지.",,positive,observation,"남희두가 형의 행동(하트 만들기)에 대해 귀엽다고 느끼며, 반전 매력에 놀라워하고 부끄러워하는 모습에 대한 감상을 표현함."
이지연,소위까지야?,,neutral,none,상대방의 군대 계급에 대한 놀라움을 표현하는 발언
남희두,"나도 하트 할까? 나도 하트 해줄게, 도전해봐. 내가 더 큰 걸 줄게 ㅎㅎㅎㅎㅎ 시청해주셔서 감사합니다.",,positive,initiative,남희두가 상대방에게 호감을 표현하며 적극적으로 관계를 발전시키려는 의지를 드러내고 있다. 시청자에게 감사 인사를 전하며 긍정적인 분위기를 조성한다.
김태이,시청해주셔서 감사합니다. 아아악!,,positive,closing,시청자에게 감사 인사를 전하며 긍정적인 반응을 보임.
이지연,뭐 어때?,,neutral,none,상대방의 의견에 대한 동의 또는 무관심을 표현하는 발언
남희두,이걸 처음에 못 읽었어.,,neutral,statement,상대방의 말을 이해하지 못했음을 진술함
김태이,열어봐.,,neutral,instruction,상황을 시작하라는 지시적인 발언
남희두,뭐야?,,neutral,question,상대방의 행동이나 상황에 대한 단순 질문
이지연,"완전 잘 되는데? 오오오오, 제발 네.",,positive,general,상황이 잘 풀리기를 바라는 긍정적인 기대감을 표현함.
김태이,오! 오!,,neutral,reaction,감탄사
김태이,왕 멋있어.,,positive,칭찬,상대방의 외모나 스타일에 대한 칭찬
김태이,"다음 영상에서 만나요, 안 쉬지.",,neutral,farewell,시청자에게 작별 인사를 건네는 발언
김지수,이거 힛놀림 일부러 그러는 것 같아.,,negative,opinion,김지수는 누군가가 자신을 힐난하는 행동에 대해 일부러 그런다고 생각하며 불쾌감을 드러내고 있다.
김태이,영상편집 박진주 감사합니다.,,positive,general,영상 편집자 박진주에게 감사 인사를 전하는 발언
김태이,이거 못해!,김태이,negative,self,자신이 어떤 일을 해내지 못할 것이라는 부정적인 감정을 표현함
이지연,이게 완전 소름돋네.,,neutral,reaction,이지연은 상황에 대한 놀라움을 표현하고 있다.
정현규,"너무 감동이다, 정말. 이 순간이 오는구나.",,positive,general,감격스러운 감정을 표현하는 발언
성해은,"진짜 우리 모두가 바랬던. 규민 씨가 싫어서 그런 게 아니라, 진짜 규민 씨는 이미 다른 사람한테 마음이 갔고, 혜연 씨가 이제 계속 규민 씨를 바라보고 혜연 씨만 상처를 받으니까, 이게 진짜 규민 씨 상관없이 혜연 씨가 행복했으면 좋겠습니다.",김지수,positive,support,"성해은은 정규민이 아닌 다른 사람이 행복하길 바란다고 말하며, 특히 정규민에게 마음이 떠난 김지수가 계속 정규민을 바라보며 상처받는 상황을 안타까워하며 김지수의 행복을 기원함."
성해은,자꾸 이런 반응이 나오는 것 같아요.,,negative,갈등,상대방의 반응에 대한 불만이나 어려움을 토로하는 발언
정현규,저렇게 다른 사람이랑 우리는 누구든 다 데이트를 해보길 원하잖아. 그 마음인 거지 진짜.,,neutral,relationship,다른 사람들과 데이트를 해보길 원하는 마음을 표현하는 발언.
박원빈,진작 이렇게 됐었었어야 했는데 너무 오래 걸렸어.,,중립,상황 평가,상황이 늦게 개선된 것에 대한 평가
박원빈,빨리 표정 한번 보면 안 될까요?,,neutral,uncategorized,상대방의 표정을 보고 싶다는 발언
성해은,"표정, 표정, 표정.",,neutral,none,성해은의 발언은 특정 감정이나 대상에 대한 언급 없이 단순한 표현에 집중되어 있습니다.
김태이,다음 영상에서 만나요.,,neutral,farewell,마무리 인사
박나언,이기적으로 느껴질 수도 있는데 기분이 좋지 않더라고요.,,negative,emotion_polarity,박나언은 자신의 감정에 대해 좋지 않다고 표현하며 부정적인 감정을 드러냄.
박나언,항상 나를 바라보고 나한테 문자를 해주던 사람이었는데 그게 이제 오지 않았다는 사실이 기분이 좋지 않더라고요.,,negative,emotion_polarity,과거에 자신에게 호감을 표현하던 사람이 더 이상 그러지 않는 상황에 대한 불쾌감을 표현하고 있다.
김태이,너를 감싸는 그림자 점을 쳐다 감사합니다. 감사합니다.,,positive,gratitude,김태이가 그림자를 쳐다보며 감사 인사를 전하고 있다.
남희두,다음 영상에서 만나요.,,neutral,farewell,남희두가 시청자에게 작별 인사를 건네며 다음 영상을 기약하는 발언.
남희두,그날은 되게 엄청 고민했어요. 계속 고민이었는데 이렇게 갑자기 현규한테 보내도 되나 그래도 그날 설лект던 건 현규였으니까 연구랑 데이트도 좋았고 행복했고 설лект으니까 보냈어요.,정현규,positive,emotion_declaration,"남희두는 과거 정현규에게 문자를 보낼 때 고민했지만, 설렜던 감정을 따라 보냈다고 말하며, 정현규와의 데이트가 좋았고 행복했다고 회상한다."
이지연,"행복했다니까 다행이다라고 생각을 했어요. 그냥 너랑 나랑 쓸데없는 말싸움 하는 거 쓸데없어, 이게? 어, 완전 쓸데없어. 나 완전 중요한데? 근데 중요한 건데 그렇게 바보같이 얘기할 거면 하지 마.",,negative,갈등,"화자는 상대방과의 불필요한 말싸움에 대해 불만을 표현하며, 자신의 중요성을 강조하고 바보 같은 언행을 하지 말라고 요구하고 있다."
남희두,이게 바보 같아? 네가 바보같이 못 알아듣는 건 아니고?,,negative,분노,"상대방의 이해력 부족에 대한 불쾌감을 표현하며, 스스로를 바보라고 지칭하는 것에 대한 반박으로 해석될 수 있음."
이지연,이런 거 이게 바보 같아?,,negative,general,자신이 한 행동이나 상황에 대해 부정적으로 평가하는 발언
남희두,네가 안 듣고 있는 거잖아.,,negative,갈등,상대방이 자신의 말을 듣지 않는다고 느껴 답답함과 불만을 표현하는 발언.
남희두,솔직히 어제 너랑 만나는 순간부터 끝까지 너는 달라진 게 없어. 나도 달라진 거 없지만 너도 나한테 달라진 게 없어. 이 상황에서 내가 어떻게 너한테 계속 직진하고 어떻게 너한테 계속 그래.,이나연,negative,갈등,"상대방(너)이 변하지 않았다는 생각에 대한 답답함과 불만을 표현하며, 더 이상 직진하기 어렵다는 감정을 토로함."
이지연,난 너 별로 나쁜 얘기 하고 싶지 않아.,,negative,general,화자는 상대방에 대해 부정적인 이야기를 하고 싶지 않다고 말하고 있다.
남희두,아 나는! 안과해!,남희두,positive,self_introduction,자신을 소개하며 긍정적인 감정을 표현함.
이지연,내가 잘못했고 내가 나쁜 놈 할게.,,negative,갈등,자신이 잘못했다며 자책하는 발언
남희두,내가 나쁜 놈 할 테니까.,남희두,neutral,self_reference,자신에 대한 언급
이지연,난 너한테 더 이상 하고 싶은 말이 없어.,,negative,갈등,화자가 상대방에게 더 이상 할 말이 없다고 말하며 관계 단절 또는 갈등 상황을 나타냄.
남희두,"난 니한테 나쁜 놈 하라는 것도 아니고, 딱 말할게. 나 니 좋아하고 제외하고 싶은데, 재회할 수가 없어. 우리 반복하기 싫었잖아. 근데 반복하고 있잖아.",,negative,갈등,"남희두는 상대방에게 호감이 있지만 재회는 불가능하다고 말하며, 관계의 반복적인 문제에 대한 불만을 표현하고 있다."
이지연,다시 하고 싶어서? 잘해보고 싶다는 애가.,,positive,initiative,"""잘해보고 싶다""는 의지를 드러내는 발언으로, 긍정적인 관계 개선의 시도로 해석될 수 있음."
남희두,잘해보고 싶은 마음이 사라졌어. 그러니까.,,negative,갈등,남희두가 무언가에 대한 의욕을 잃었음을 나타내는 발언이다.
이지연,"언제부터? 지금부터? 아니, 어젯밤부터. 그러면 오늘 아침에 또 왜 얘기한 거야? 야 근데 잘해보고 싶은 마음이 없으면 이런 말 아예 안 하면 되잖아.",,negative,갈등,"상대방의 행동에 대한 불만과 혼란스러움을 표현하며, 잘해보고 싶은 마음이 없는 행동에 대한 비판적인 발언을 함."
남희두,아예 없어지지 않았지 사실. 마음 있지.,정규민,positive,attention,전 연인(X)에 대한 미련이 남아 있음을 간접적으로 드러냄.
이지연,그러면 너 말장난하는 거야 지금.,,negative,general,상대방의 말에 대한 불쾌감을 표현하는 발언
남희두,야 나 미련 있어.,mention_x,negative,attention,미련이 있음을 드러내는 발언
이지연,그러니까 나 잘해보고 싶으면 없어졌어.,,neutral,unknown,이지연은 상대방에게 잘해보고 싶었던 마음이 사라졌다고 말함
남희두,그래 없어졌어.,,neutral,unclassified,남희두의 발언은 특정 대상이나 감정을 드러내지 않는 중립적인 정보 전달로 판단됨
이지연,그래서 그럼 없어졌으면 이 말 안 해도 돼. 이런 대화 하지 말자라고 하니까 아예 없지는 않지. 그러니까 이거 자체가 말장난이라는 거야 내 말을.,,negative,갈등,"상대방의 대화 방식에 대한 불만을 표현하며, 말장난이라고 비판하고 있다."
남희두,근데 우리 마음이 그런데 어떡해. 너도 그러잖아. 나 안 그래. 넌 뭔데? 우리 마음이 어떻게 그렇게 쉽게 사라져?,,negative,갈등,상대방의 감정에 대한 반박과 자신의 감정을 옹호하며 갈등을 드러내는 발언
이지연,"너 쉽게 알았다면 끝내지 매니저님 방금 너 입으로 너가 너 입으로 끝내야되네 너가 그런 말을 쉽게 하는 애인 거야, 너는.",정규민,negative,갈등,"이지연이 상대방에게 '너'라고 지칭하며, 상대방이 말을 쉽게 한다고 비난하고, 관계를 끝내야 한다고 말하며 부정적인 감정을 드러냄."
남희두,"이게 쉬워 보여, 너는?",,negative,갈등,상대방에게 어려움을 느끼는지에 대한 질문
이지연,이게 쉬워 보여? 너 여태까지 진짜 쉽게 얘기했어.,,negative,불만,상대방의 쉬운 말투에 대한 불만을 표현하는 발언
남희두,이게 지금 쉬워 보이냐고.,,negative,갈등,남희두가 현재 상황에 대한 불만을 표현하며 어려움을 토로하고 있다.
이지연,그러면 그런 말 하면 안 되지. 그렇게 쉬운 게 아니면.,,negative,general,"상대방의 말에 대한 불쾌감을 드러내는 발언으로, 상대방의 경솔함에 대한 지적을 내포한다."
남희두,쉬운 게 아닌데 한 거야!,,neutral,unclassified,"화자는 어떤 행동을 한 것에 대해 언급하며, 그 행동이 쉽지 않았음을 강조하고 있다."
이지연,쉽지 않게 얘기했으면!,,neutral,uncategorized,이지연이 발언의 난이도에 대해 언급함
남희두,쉽지 않게 얘기한 거야!,,negative,갈등,남희두가 어떤 이야기를 꺼내는 것이 쉽지 않았음을 토로하는 발언이다.
이지연,그럼 지키고 그냥 나가면 돼.,,neutral,none,"상황을 마무리하는 발언으로, 특정 인물에 대한 감정이나 관계에 대한 언급이 없습니다."
박원빈,오늘 미치겠다 어머!,,negative,emotion,화자가 감정이 격해진 상태를 표현하고 있음.
성해은,잠꼬대였어?,,neutral,question,상대방의 말이 잠꼬대였는지 확인하는 질문
이지연,뭐라고요? 정꼬대였어요? 히두!,남희두,neutral,statement,이지연이 남희두를 언급하며 놀라움을 표현함.
박원빈,"정꼬대로 그냥 히두라고 외치고, 어떡해 짠해 짝사랑하는 사람이야 뭐야 머릿속에 지금 희주 씨 밖에 없다 그냥 그득 차있나 보다 정말로 어떡해.",남희두,negative,emotion,"남희두에 대한 안타까움과 걱정을 표현하며, 남희두의 감정에 깊이 공감하고 있다."
성해은,"잠결에 저렇게. 혜연 씨가 들은 거죠, 그러면?",이지연,neutral,question,성해은이 잠결에 있었던 일에 대해 이혜연이 들었는지 확인하는 질문
김태이,완전 꿀잠 잤지? 뭐? 완전 꿀잠 잤지? 그치?,,neutral,daily life,김태이가 상대방에게 꿀잠을 잤는지 확인하는 질문을 던짐.
남희두,너 내가 진짜 웃긴 거 말해줄까? 나 머리 감고 전화로 느껴졌는데 선꼬대 하는데..,남희두,neutral,anecdote,"남희두가 머리를 감고 전화 통화 중 겪었던 웃긴 에피소드를 공유하며, 선꼬대 상황을 언급함."
남희두,히도 막 이랬어. 싸웠나? 왜 그랬을까 너무 궁금하네 이거 왜 이렇게 잘 어울리지?,남희두,positive,reaction,남희두의 행동에 대한 궁금증과 함께 긍정적인 반응을 보임. 잘 어울린다는 감상 표현.
남희두,음! 대박이다. 싸웠나? 이 사람한테 꼭 말해줘.,,neutral,general,상황에 대한 감탄과 특정 인물에게 메시지 전달 요청
남희두,말해줄게 너 씨도 부를 때 히도 이렇게 불러?,김지수,neutral,question,상대방에게 특정 인물을 지칭하는 호칭에 대해 질문하는 발화
김지수,이도!,김태이,neutral,name_reference,김지수가 김태이를 언급함
남희두,키도 너무 귀여워 귀엽게 물었어?,김지수,positive,칭찬,키가 귀엽게 물어본 것에 대한 칭찬 발언
김지수,약간 따뜻하게? 따뜻 안 했어 희주 난 좀 쌍할 것 같은데?,김지수,neutral,statement,"음료의 온도에 대한 언급으로, 김지수 본인의 선호에 대해 이야기하고 있다."
남희두,여기선 진짜 강사도야? 어 나 먼저 먹었어.,,neutral,statement,"남희두가 강사도인지 묻고, 먼저 먹었다고 말함."
남희두,나 속 따뜻하지 아이구야 좋네요.,남희두,positive,self_description,자신이 속이 따뜻하다고 표현하며 긍정적인 감정을 드러냄.
정현규,"보기 좋네요, 정말. 손이 따뜻한 사람 좋아한다 그랬는데. 맞아, 맞아. 미리 저렇게 손 좀 잡아놔야 돼, 나중에. 미끼 잡으면 냄새가 심해요.",,positive,preference_expression,"정현규가 손이 따뜻한 사람을 좋아하는 취향을 언급하며, 손을 미리 잡아두는 행동에 대해 긍정적으로 평가하고 있다."
정현규,진짜로. 미리 비린내가 얼마나 많이 나는데. 미리 저렇게 해야 돼. 좋아.,,positive,general,"""좋아""라는 표현을 통해 긍정적인 감정을 드러냄."
김지수,아.. 나 왜 설레냐.,김지수,positive,emotion_polarity,자신의 설렘을 표현하는 발언
남희두,"너 손 진짜 많다, 나.",남희두,neutral,self_reference,남희두가 자신의 손이 크다는 것을 언급함.
정현규,어.,,neutral,response,단순 응답
남희두,나 먼저 먹었어.,,neutral,statement,남희두가 먼저 식사를 시작했다는 사실을 알리는 발언.
남희두,내가 서로 따뜻하니까 감사합니다.,,positive,gratitude,화자는 서로 따뜻함에 대해 감사함을 표현하며 긍정적인 감정을 드러냄.
이지연,되게 자연스럽게 누나는 수족냉증이 있고 추위를 많이 타고 저는 열이 많고 손이 따뜻하니까 그냥 평범하게 데이트하는 사람들이랑 손잡은 거죠.,,neutral,relationship_description,"이지연은 데이트 상황을 묘사하며, 자연스럽게 손을 잡게 된 상황을 설명하고 있다."
이지연,설레기도 했고 여기서 이렇게 손을 잡다니 조심해.,,positive,emotion_positive,손을 잡는 행위에 대한 설렘을 표현하며 긍정적인 감정을 드러냄.
김태이,엄청 떨려 감사합니다.,,positive,gratitude,감사 인사를 표현하며 긍정적인 감정을 드러냄.
이지연,달려!,,neutral,other,"단순한 외침으로, 감정이나 특정 대상에 대한 언급이 없습니다."
남희두,왜?,,neutral,question,상대방에게 이유를 묻는 질문
이지연,배가 떨린다고 감사합니다. 마음이 떨린다는 줄 알았어?,,neutral,general,"이지연이 누군가에게 '배가 떨린다'는 표현에 대해 감사 인사를 받았고, '마음이 떨린다'는 의미로 오해받을까 봐 언급함."
김태이,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아아!,,neutral,response,"웃음소리를 낸 발화로, 특별한 감정이나 대상이 드러나지 않음"
김태이,"오, 이런 장난감 할 줄 알아.",,neutral,general,김태이가 장난감을 다룰 줄 안다는 발언.
박원빈,"누나 마음들 흔들 줄 아네. 아, 표현 잘한다 근데 진짜. 애교가 많은데? 맞아 맞아, 이건 진짜 애교야.",,positive,appreciation,박원빈이 상대방의 표현력과 애교에 대해 긍정적으로 평가하며 감탄하고 있다.
이지연,나 한번 현규씨한테 휘둘리고 싶어 배가 떨린다고 감사합니다. 마음이 달린다는 줄 알았어?,정현규,positive,attraction,이지연이 정현규에게 호감을 느끼며 설레는 감정을 표현하고 있다.
남희두,"ㅋㅋㅋㅋㅋㅋ 좀 더 낚시로 스밀해지기도 했고, 저 전날에는 너무 많이 울고 힘들었어서 형규랑 낚시하는 그 시간이 진짜 소중했어. 현규도 너무 위로를 많이 해주고, 진짜 치유가 되는 느낌이었어요. 주민이 생각이 잘 안 났어요, 감사합니다. 너무 행복했고, 고마웠어요.",김현규,positive,appreciation,남희두는 김현규와 낚시를 하면서 위로를 받고 치유되는 느낌을 받아 행복했고 고마웠다고 표현함. 정규민에 대한 생각은 잘 나지 않았다고 언급.
정규민,저기요. 앙꼬에서 나 집중해. 나 이제 슬슬 가야 돼.,,neutral,uncategorized,"정규민이 앙꼬에서 집중하고 있으며, 곧 떠나야 한다고 말함."
이지연,왜 가려지지? 어떡해?,,negative,general,무언가가 가려지는 상황에 대한 당혹감과 해결책을 찾으려는 심리
정규민,가야된다며 나 이렇게 좀 세워줘 봐.,,neutral,none,정규민이 상대방에게 자신을 일으켜 세워달라고 요청하는 발언.
이지연,えい 아싸!,,positive,general,기쁨을 표현하는 발언
정규민,아이고.,,neutral,response,정규민의 감탄사
이지연,바람 피우러 가는데 제가 왜 이렇게 들어야 되죠?,,negative,갈등,"바람을 피운다는 상황에 대한 불쾌감과 반발심을 드러내는 발언으로, 상황에 대한 부정적인 감정을 표현하고 있다."
이지연,뭐야.,,neutral,question,상대방에게 질문하는 발언
박나언,바람 뾰로가 본바예요.,,neutral,none,바람 뾰로가 본바라고 발언함
이지연,다른 남자는 이제 또 데이트하러 가야 돼.,,neutral,event,다른 남자가 데이트하러 가는 상황에 대한 언급
박원빈,"질투난다 이거지, 질투난다 이거지.",,negative,emotion_expression,질투를 느끼는 감정을 표현함.
이지연,저 저런 말 둘러도 설렐 것 같은데.,,positive,emotion_positive,화자는 상대방의 말에 설렘을 느낄 수 있다고 말하며 긍정적인 감정을 표현하고 있다.
박원빈,"너무 설렐 것 같은데? 아까 그것도. 아까 순순히 보내줄 것 같아, 그것도. 지금 순순히 안 보내주는 중?",,positive,anticipation,"""너무 설렐 것 같은데?"" 발언에서 긍정적 감정이 드러나며, ""아까 그것도. 아까 순순히 보내줄 것 같아, 그것도. 지금 순순히 안 보내주는 중?""에서 '그것'에 대한 기대감과 궁금증을 표현하고 있음."
이지연,"아, 태인이 매력 있어.",김태이,positive,emotion_polarity,김태이에 대한 긍정적 감정 표현
이지연,바람 피우러 가는데 제가 왜 이렇게 들어야 하죠?,,negative,갈등,"바람을 피운다는 상황에 대한 불쾌감과 반발심을 드러내는 발언으로, 부정적인 감정이 강하게 드러난다."
정규민,안 일으켜주니까.,,negative,불만,상대방이 자신을 챙겨주지 않는 것에 대한 불만을 표현하고 있다.
이지연,"고생하셨습니다, 감사합니다.",,positive,general,감사 인사를 통해 긍정적인 감정을 표현함.
정규민,"오빠, 나 지금 바람피러 가는데 그렇게 쿨하게 보내주는 거야?",,negative,갈등,상대방의 반응에 대한 서운함과 불만을 표현하는 발언
이지연,그럼 뭐 안 보내면 안 갈 거야?,,neutral,question,상대방에게 메시지를 보내지 않으면 데이트를 하지 않을 것인지 묻는 질문
정규민,아니.,,neutral,response,단순한 부정 응답
정규민,그러면 재밌게 놀다 올까 안 재밌게 놀다 올까 재밌게 놀자 알았어.,정규민,positive,encouragement,재미있게 놀자는 긍정적인 독려 발언.
정규민,아파?,,neutral,question,상대방의 상태를 묻는 질문
이지연,"아니, 아니.",,neutral,response,부정적인 뉘앙스를 부인하는 발언
이지연,아까 고양이가 핥았어.,,neutral,none,고양이가 핥은 경험에 대한 언급
남희두,밝혔어?,,neutral,question,상대방에게 특정 사실을 확인하는 질문
남희두,어디?,,neutral,question,상대방에게 장소를 묻는 질문
남희두,"아, 이거요?",,neutral,response,상대방의 말에 대한 단순한 대답.
이지연,바위 속으로 숨지 진짜?,,neutral,statement,이지연이 바위 속으로 숨고 싶다는 심정을 표현하는 발언.
김태이,진짜 새끼 고양이? 우와!,,positive,reaction,새끼 고양이에 대한 긍정적 반응
이지연,"엄청 많아. 새끼 한 4-5마리. 맞아. 검은색도 봤어. 회색도 있고, 검은색도 있고.",,neutral,observation,새끼 고양이들의 색깔과 마릿수에 대한 관찰 발언
이나연,진짜 얘가 엄마긴 하다.,,neutral,general,출연자 중 한 명을 엄마 같다고 평가하는 발언
박나언,"맞아, 걔 남편이라니까?",,neutral,fact,들은 내용을 확인하는 발언
이나연,따라 하실 분? 짠! 짠!,,neutral,social_interaction,술자리에서 함께 건배하자는 제안
남희두,다.. 난 다 끼가..,남희두,neutral,self_description,남희두가 자신에게 끼가 있다고 말함
