speaker,confidence,text,target,sentiment,category,summary
SPEAKER_1,,물론 거짓말은 하긴 했지만 데이트하려는 여자들한테 내가 알려주는 상황 자체가 너무 아팠어요.-해은,성해은,negative,emotion_polarity,거짓말에 대한 후회
SPEAKER_1,,"그리고 두 명이나 규민이 지목한 것도 아팠고, 나는 이렇게 계속 힘든데.. 규민이는 또 내일 행복하겠다.-해은",정규민,negative,emotion_polarity,"규민이가 지목한 것도 아팠고, 나는 이렇게 계속 힘든데.. 규민이는 또 내일 행복하겠다."
SPEAKER_1,,싶은 생각도 들고 -해은,성해은,positive,emotion_polarity,생각도 들고
SPEAKER_9,,흑흑..흑흑흑.... -해은,성해은,negative,emotion,울음
SPEAKER_9,,후.. 후.. -해은 ------------------------------------------ 씬2 해은규민 숙소대화,정규민,중립,숙소대화,해은이 규민에게 숙소에서 대화를 요청함
SPEAKER_1,,근데 우리만 말 안 놓은 거 아세요? -해은,정규민,negative,relationship,해은이 관계에 대한 부정적인 감정을 표현함
SPEAKER_9,,아.. -규민,정규민,negative,response,"규민이 아..라고 말하며, 어떤 일에 대한 실망이나 좌절감을 표현함"
SPEAKER_1,,네. 좀 티난다고 생각 안 하세요? -해은,정규민,negative,emotion_polarity,해은이 티난다고 생각 안 하냐는 부정적인 감정을 드러내는 발화
SPEAKER_1,,응? 말을 많이 못해봐가지고  -규민,성해은,negative,response,규민이 말을 많이 못해서 답답함을 표현함
SPEAKER_9,,저희 둘만 동갑인데 말을 계속 안 놓고 있어요. -해은,정규민,positive,relationship,해은이 동갑인 상대방에게 말을 놓지 않는 것에 대한 언급
SPEAKER_1,,말 편하게 하세요. 그러면. -규민,정규민,positive,response,편한 대화 요청
SPEAKER_9,,말 편하게 하시죠.-규민,성해은,positive,relationship,규민이 성해은에게 편하게 말하라고 권유함
SPEAKER_9,,말을 많이 못해봐서 어색해가지고 편하게 하시죠 그러면 그렇게 계속 구경만 하지 말고 개던가? -규민,성해은,negative,Conversation,규민이 어색함을 느끼고 편하게 대화하길 원함
SPEAKER_1,,ㅎㅎㅎㅎㅎ 기다리고 있었어요. -해은,성해은,Positive,Waiting,Waiting for someone
SPEAKER_1,,행복하세요? -해은,성해은,positive,emotion_polarity,행복하세요?
SPEAKER_1,,(다른 출연자 등장) 이거 이렇게 개는 거 아니에요? -해은,정규민,negative,disagreement,해은이 다른 출연자의 의견에 동의하지 않음
SPEAKER_1,,그렇게 어떻게 개요? -해은,성해은,neutral,overview,How to overview?
SPEAKER_9,,마음대로. 마음대로 하세요. -규민,성해은,positive,response,규민이 마음대로 하라고 함
SPEAKER_1,,아니 그게 부러워서 물어보는 건데? -해은,성해은,negative,emotion_polarity,부러움
SPEAKER_9,,왜 와서 구경해? -패널,None,negative,panel,패널이 와서 구경해라고 말함
SPEAKER_2,,쟤 왜 저렇게 구경하고 있어? -패널,None,neutral,panel,쟤 왜 저렇게 구경하고 있어?
SPEAKER_0,,왜 저렇게.. 나 근데 진짜 원빈 좋았는데 제발 좀 나가줘 한 번만. 진짜. 진짜 오늘 원빈인가. 거기서 뭐해 진짜. 제발. 제발. 그러니까 원빈 갖고 왜 나왔어 여기서. 아니. 그 둘 사이에 왜 껴왔잖아. 원빈이 수건 잘 개는 거 알거든? 아 근데 제발! -패널,원빈,negative,Panel,"Panel member expresses frustration and annoyance towards a guest, specifically mentioning their dislike for the guest's presence and actions."
SPEAKER_6,,아 진짜 제발 제발! 제발!-패널,None,negative,panel,제발 제발! 제발!
SPEAKER_0,,"방해하지 마라, 제발.-패널",None,negative,panel,"방해하지 마라, 제발."
SPEAKER_6,,저 규민 씨가 아까 수건 던져준 거에서부터 그냥 마음 다 풀렸거든요?-패널,정규민,positive,relationship,규민 씨가 수건을 던져준 것으로 인해 마음이 풀렸다
SPEAKER_0,,"나 원빈 너무 사랑해, 근데..-패널",원빈,positive,love,사랑하는 사람에 대한 애정 표현
SPEAKER_1,,아니 그게 불어서 물어보는 건데. -해은,성해은,negative,불어서 물어보는 건데,해은이 불어서 물어보는 건데라고 말함
SPEAKER_0,,이거? -해은,성해은,Positive,Emotion,해은이 '이거?'라고 말하며 긍정적인 감정을 표현했습니다.
SPEAKER_13,,그냥 제가 느꼈을 때는 그렇게 서로 얘기하는 모습이 자기 전 X랑 얘기하는 것처럼 보였어요. -원빈,None,Positive,Relationship,The speaker feels that the conversation between the two people resembles a conversation with their ex-partner before bedtime.
SPEAKER_9,,저는 그게 맞는 거 같은데? -규민,정규민,positive,response,규민이 자신의 생각에 대해 확신을 가지고 말하는 발화
SPEAKER_9,,아이고. 아 진짜. 역시 원빈. 민수가 정말 빨라요. -패널,정규민,positive,panel,민수가 정말 빨라요
SPEAKER_1,,이거 가지고 제가 그거 좋아하고 있으니까 그거 가질게요. -해은,정규민,긍정,감정 표현,해은이 좋아하는 것을 가지고 싶어함
SPEAKER_1,,이거 정리할게요.-규민,정규민,긍정,정리,규민이 대화를 마무리하고 정리하는 발화
SPEAKER_1,,감사합니다. -해은,정규민,긍정,감사,해은이 감사 인사를 전함
SPEAKER_9,,네. -규민,정규민,neutral,response,규민이 네라고 대답함
SPEAKER_1,,아니 미쳤어요 어떻게든 뺏어가려고 -규민,성해은,negative,negative,규민이 성해은을 뺏어가려고 하는 것에 대한 부정적인 감정
SPEAKER_9,,아냐 아냐 아냐 아냐 아냐 아냐 죄송해요. -해은,정규민,negative,apology,해은이 미안한 감정을 표현하며 사과하는 발화
SPEAKER_1,,유리가 같으시네요. -해은,성해은,긍정,감정 표현,유리가 같으시네요.
SPEAKER_9,,나 지금 힘이 없어서.. -규민,정규민,negative,emotion,힘이 없음
SPEAKER_1,,"네네, 힘이 없어 보이는데 저보다. -해은",성해은,negative,emotion_polarity,힘이 없어 보이는데 저보다.
SPEAKER_9,,네. -규민,정규민,neutral,response,규민이 네라고 대답함
SPEAKER_9,,어우 뭐.. 뭘 하러 가시죠? -규민,성해은,중립,질문,규민이 성해은에게 무엇을 하러 가는지 물어봄
SPEAKER_9,,네 -해은,성해은,positive,response,긍정적인 응답
SPEAKER_9,,올라가실 거예요? 저는 그냥 잠깐 바람 좀 쐬고 싶어서 뭐지? -규민,성해은,Positive,Relationship,규민이 성해은에게 데이트를 제안함
SPEAKER_9,,뭐하세요? -해은,정규민,neutral,response,해은이 정규민에게 뭐하냐고 물어봄
SPEAKER_9,,담배 피우지 앉..앉을래? -규민,성해은,Neutral,Conversation,"규민이 성해은에게 담배를 피우지 말라고 말하며, 앉을 것을 제안합니다."
SPEAKER_2,,아! -패널,None,Neutral,Panel,Panel discussion
SPEAKER_2,,그래! 원했어 이 그림 원했어 진짜 이 그림 진짜 우리가 원했던 그림이잖아 왜 앉을래 하나에 며칠을 소비했어 와 진짜 10화야 지금 왜 이 그림을 만들라고 며칠을 됐어 제발 조금만 친절하게 대해줘요. 대화를 좀 해주고 그냥 제발 왜 내 마음이 녹지 근데? 어떤 대화라도 -패널,성해은,Positive,Conversation,The speaker is expressing excitement and happiness about a drawing they wanted and the time spent on it. They also express a desire for a conversation and kindness.
SPEAKER_9,,나 이거 처음 앉아 봐. -해은,성해은,Neutral,First time,해은이 처음으로 자리에 앉았다.
SPEAKER_9,,아 진짜? 여기 시원하고 좋아 -규민,정규민,긍정,긍정 감정,규민이 시원하고 좋다고 말함
SPEAKER_1,,왜 이렇게 저한테 거리를 두세요. -해은,정규민,부정,관계,해은이 정규민에게 거리를 두는 것에 대한 불만
SPEAKER_1,,"아니, 그런 게 아니고.. 오늘은 오로지 그냥 내가.. 내가 힘들어가지고  -규민",정규민,negative,emotion,힘들어
SPEAKER_1,,왜? -해은,성해은,negative,emotion_polarity,"해은이 왜라는 질문을 던지며, 부정적인 감정을 드러내고 있습니다."
SPEAKER_1,,그냥 이것저것 일이 많아서 -규민,정규민,중립,일상 대화,규민이 일상적인 일에 대해 이야기함
SPEAKER_1,,그냥 체력적으로 힘들어? -해은,성해은,negative,emotion,해은이 체력적으로 힘들어하는 상황
SPEAKER_1,,체력적으로도 그렇고 감정적으로도 그렇고 쉽지 않지 -규민,정규민,negative,emotion,체력적으로도 그렇고 감정적으로도 그렇고 쉽지 않지
SPEAKER_1,,세상 신나 보이시던데? -해은,성해은,Positive,Emotion,해은이 신나 보이는 표현
SPEAKER_9,,오늘은 진짜 하나도 안 신났어 -규민,정규민,negative,negative,규민이 오늘 하루가 하나도 안 신났다고 말함
SPEAKER_1,,오늘 바쁘지 않으셨어요? -해은,성해은,긍정,일상 대화,해은이 오늘 바쁘지 않았는지 물어봄
SPEAKER_9,,이거 계속 힘들었지    -규민,성해은,negative,emotion_polarity,"규민이 힘든 상황을 언급하며, 감정적인 어려움을 표현함"
SPEAKER_9,,그래요? -해은,성해은,neutral,response,해은이 '그래요?'라고 대답함
SPEAKER_1,,나 잠깐 얘기해야 될 사람이 있어가지고.좀 쉬다 나올래? -규민,성해은,neutral,request,규민이 잠시 쉬고 싶다고 말함
SPEAKER_1,,나 할 말 있어서 잠깐 나갈게 하고 갑자기 나갔거든요 나연이랑 방에 가서 얘기하더라고요 나도 방에 들어가야되는데.. 둘이 꽤나 오랫동안 이야기 하더라고요  -해은 --------------------------- 씬 3 규민해은 대화,정규민,Neutral,Conversation,"해은이 할 말이 있어서 방에 나갔고, 규민과 나연이 방에서 이야기를 나누었습니다. 해은은 방에 들어가려고 했지만, 규민과 나연이 오랫동안 이야기를 나누었습니다."
SPEAKER_9,,괜찮아? -규민,성해은,neutral,response,규민이 괜찮냐고 물어봄
SPEAKER_9,,모가? -나연,정규민,긍정,나연,나연이 모가?라고 물어봄
SPEAKER_9,,그냥 그냥 물어보는 거야 너가 그때 데이트하고는 되게 힘들었다고 했잖아 -규민,성해은,negative,relationship,규민이 성해은에게 데이트가 힘들었다고 언급함
SPEAKER_9,,으응 오늘은 행복했는데? -나연,나연,positive,happy,나연은 오늘 행복했다고 말합니다.
SPEAKER_9,,아 그래? -규민,성해은,neutral,response,규민이 성해은의 말에 동의하며 중립적인 반응을 보임
SPEAKER_9,,응 ㅎㅎ -나연,나연,positive,response,긍정적인 반응
SPEAKER_9,,나도.. -규민,정규민,neutral,response,규민이 자신의 감정을 표현함
SPEAKER_9,,오빠 많이 힘들어? -나연,정규민,negative,emotion_polarity,나연이 오빠에게 힘들어하는지 물어봄
SPEAKER_9,,"아니, 그 정도는 아니고 궁금해가지고 왔어 -규민",정규민,neutral,curiosity,규민이 궁금해하는 것을 물어보기 위해 왔다고 언급함
SPEAKER_9,,나 걱정돼서? 너나 잘해~ -나연,나연,부정,걱정,나 걱정돼서? 너나 잘해~
SPEAKER_9,,아니 알았어 알았어 그만해 -규민,정규민,negative,response,규민이 화를 내며 대화를 중단함
SPEAKER_9,,아니 장난이야 장난이야 -나연 --------------------------------------- 씬3 태이해은 대화,성해은,긍정,드라마,나연이 장난스럽게 태이에게 장난을 치는 장면
SPEAKER_9,,왜 울어요? -태이,정규민,negative,emotion,울고 있는 태이
SPEAKER_9,,안 울어요 아니야 내가 그냥..-해은,성해은,negative,emotion_polarity,"울지 않겠다고 말하며, 자신의 감정을 감추는 발화"
SPEAKER_9,,내가 나가 있을게.. -태이,정규민,negative,Emotion,"태이가 나가겠다고 말하며, 감정적으로 부정적인 표현을 사용했습니다."
SPEAKER_1,,놀다 잘거지? -규민,성해은,Positive,Relationship,규민이 성해은에게 놀자고 제안함
SPEAKER_9,,엉 -나연,나연,neutral,엉 -나연,나연에게 관심을 표현하는 발화
SPEAKER_1,,안들어가셨네요? -규민,성해은,negative,response,규민이 성해은에게 들어오지 않았냐고 물어봄
SPEAKER_9,,"어떻게 들어가, 너네 얘기하고 있는데 -해은",성해은,Positive,Conversation,"해은이 대화에 참여하며, 대화에 대한 긍정적인 감정을 표현함"
SPEAKER_9,,"밖에라도 나가 있을 줄 알았지, 안 추워? -규민",성해은,Neutral,Conversation,규민이 성해은에게 날씨에 대해 물어봄
SPEAKER_9,,나는 방에 들어가고 싶었거든 -해은,성해은,positive,emotion_polarity,해은이 방에 들어가고 싶어하는 긍정적인 감정 표현
SPEAKER_9,,"지금, 지금 비었어 들어가도 될 것 같은데 -규민",성해은,Positive,Regular,규민이 성해은에게 지금 비었으니 들어가도 될 것 같다고 말함
SPEAKER_9,,괜찮아? -규민,성해은,neutral,response,규민이 괜찮냐고 물어봄
SPEAKER_9,,괜찮지 -해은,성해은,neutral,response,해은이 괜찮다고 말함
SPEAKER_9,,"다리, 날에 베인건가? -규민",성해은,중립,질문,규민이 다리 베인 것에 대해 질문함
SPEAKER_9,,무슨 할 말이 그렇게 많아? -해은 그냥 걱정되는게 있어가지고 물어보려 갔지 그냥 이렇게 얘기했어. 지금 얘기하는 것처럼 -규민,성해은,Positive,Conversation,해은이 규민에게 걱정되는 것을 물어보기 위해 대화를 시작했습니다.
SPEAKER_9,,굳이? -해은,성해은,Negative,Emotion,해은이 '굳이?'라고 말하며 부정적인 감정을 드러냈습니다.
SPEAKER_9,,아니 나도 걱정되는게 있어가지고 -규민,정규민,부정,걱정,규민이 걱정되는 것을 언급함
SPEAKER_9,,내가 더 걱정 안돼 근데? -해은,성해은,부정,걱정,해은이 걱정 안된다고 말함
SPEAKER_9,,괜찮다고 물어봤잖아 -규민,성해은,negative,response,"규민이 성해은에게 괜찮냐고 물어봤지만, 성해은은 대답하지 않았다."
SPEAKER_9,,뭐가 그렇게 힘들었을까 -해은,성해은,negative,emotion_polarity,힘들어
SPEAKER_9,,"그냥 지금 내가 힘든걸, 똑같이 걸 느끼고 있을 것 같아가지고 -규민",정규민,negative,emotion,힘듦을 공감하는 발언
SPEAKER_9,,걱정이 많이 됐나보다 -해은,성해은,부정,걱정,걱정이 많이 됐나보다
SPEAKER_9,,왜그래 ㅎㅎ -규민,성해은,neutral,response,규민이 성해은에게 왜그래라고 물어봄
SPEAKER_9,,웃겨? -해은,성해은,긍정,웃겨?,웃겨?
SPEAKER_9,,왜 그래 -규민,정규민,negative,emotion_polarity,규민이 화를 내며 왜 그래라고 말함
SPEAKER_9,,"그렇잖아, 나랑 얘기하다 갔잖아 -해은",성해은,negative,response,해은이 화자의 말에 대한 부정적인 반응을 보임
SPEAKER_1,,원래 얘기하려고 기다리고 있었어 -규민,성해은,Positive,Relationship,규민이 성해은에게 관심을 보이며 대화를 시작함
SPEAKER_1,,내가 울고 있는데 그걸 모른 척하고 나연이한테 가서 얘기를 하고 울고 있는 나보다 더 걱정이 되는 게 있나 너무 서운하고 그게 뭐인지도 궁금하고 그리고 그만큼 둘이 아까워졌구나 하는 마음에 아프기도 하고 -규민,나연이,negative,emotion,"규민이 나연이에게 가서 얘기하고, 나연이 울고 있는 것에 대해 서운함을 표현함"
SPEAKER_1,,난 내려갈게 -규민,정규민,negative,response,규민이 내려가겠다고 말함
SPEAKER_9,,그렇게 보지마 들어갈게 들어간다?-규민,성해은,Neutral,Regular,규민이 성해은에게 들어간다라고 말함
SPEAKER_9,,넌.. 나연이는 걱정되고 나는 걱정안돼? -해은,성해은,negative,emotion_polarity,"해은은 나연이에 대한 걱정을 표현하고, 자신에 대한 걱정은 없다고 말합니다."
SPEAKER_9,,걱정돼서 물어봤잖아 아까 와가지고 괜찮냐고 -규민,정규민,부정,걱정,걱정돼서 물어봤잖아 아까 와가지고 괜찮냐고
SPEAKER_9,,이거 (상처) 걱정되는거야? -나은,나은,negative,emotion_polarity,걱정
SPEAKER_9,,그거 걱정되서 물어봤겠어? 제가 혜연이랑 더 가까워지고 그러면 신경 쓰지 않았던 감정들이 X에 대한 감정들이 확 올까봐 더 거리를 두고 있기는 한 거는 맞는 거 같아요. -규민,성해은,negative,emotion,걱정
SPEAKER_3,,"지수가 너무 마음이 많이 쓰여가지고 나연도 그렇고, 그 친구의 감정까지 좀.. 받아들일 수 있는 여력이 안 됐어가지고 혼자 있으려고 하는데 계속 따라다니니까, 아, 좀 진짜 싫더라고요. -규민 ----------------------------- 씬 4 패널 대화",지수,negative,Panel Discussion,"규민은 지수와 나연에 대한 감정적인 부담을 느끼고 혼자 있으려고 하지만, 지수가 계속 따라다니는 것에 대해 불편함을 표현합니다."
SPEAKER_0,,"본인 인터뷰했던 얘기 토대로 내가 이 감정이 오늘 전 X까지 챙길 수 있을 만한 감정의 방이 없었어요 라고 얘기하면, 난 뭐 이 행동이 좀 이해가 되긴 하는데, 그건 뭐 어떻게 누가 보느냐에 따라서 다른 것 같아. 본인의 말대로 우리가 그걸 보면, 난 또 이해가 돼. 근데 본인이 다 정리가 됐었어도, 꼭 혜연 씨랑 있다가 혜연 씨 보는 앞에서 불러서 혜연 씨 방에서 그렇게 오랜 시간 동안 혜연이 씨를 테라스에 냅두고 대화를 꼭 굳이 했었어야 했나, 그래서 나는 들었던 생각이 굳이라는 뭐 아까도 굳이라는 얘기를 했는데, 근데 진짜 그 정도로 마음이 없나 봐, 그게 안 보일 정도로 그냥 내가 이 사람한테 지금 이렇게 내가 여기서 부르는 게 실수하는 거라고 아예 생각을 못하는 단계인 것 같은. 어떻게 그럴 줄 알았지? 음, 되게 오빠..",정규민,Neutral,Interview,"The speaker is discussing their thoughts on a situation involving a former partner and a current partner, expressing confusion and concern about the actions taken by the former partner."
SPEAKER_4,,"아니, 저는 정말.. 왜? 그런 생각이 제일 많이 들었던 게 그렇게 밖에서 불러서 얘기했잖아요. 그러고 얘기 끝나고 나와서 다시 혜은 씨한테 가는 이유를 모르겠었어. 그러니까 저도. 왜?",성해은,negative,Relationship,The speaker is expressing confusion and hurt about the other person's behavior in a relationship.
SPEAKER_0,,"그러니까 뭐냐면 안에서 얘기를 하고 나왔을 때 혜은이 바깥에 아직 아직까지 있을 거라고 예상을 못했던 것 같아, 규민 입장에서. 그래서 왜 안 들어갔어? 왜 여기 있어? 당연히 본능인 거야. 밖에 전 X가 내가 나았을 때 있었던 그곳에 아직도 있다 그러면 누구든 다 들어가지. 누구든 다 들어가도 왜 있어? 라고 물어볼 만한 그 얘기인 것 같기는 해.",정규민,Neutral,Relationship,Regularly discussing relationship dynamics and expectations
SPEAKER_11,,어쨌든 지금 사귀고 있는 건 알잖아요. 근데 혜윤 님은 뭔가 아직도 자기 남친인 것처럼 이렇게 하는 것도 어떻게 보면 안 맞는 행동이긴 하거든요.,성해은,negative,Relationship,The speaker expresses concern about the other person's behavior in a relationship.
SPEAKER_0,,"규민 님은 어쨌든 지금 새로운 사람 만나는 자격도 있는 거고, 나연이는 걱정이 되는데, 나는 걱정이 안 되고, 이런 얘기 자체가 마음이 지금 없다라고 우리가 생각하는 규민이 이런 얘기를 들으면 들을수록 더 싫어지고, 그래서 그 마음이 결국 인터뷰에서 싫더라고요라는 얘기를 할 수밖에 없게끔 만들어버린 거기까지 감정의 골이 들어가지 않았나?",None,negative,emotion_polarity,"규민 님은 어쨌든 지금 새로운 사람 만나는 자격도 있는 거고, 나연이는 걱정이 되는데, 나는 걱정이 안 되고, 이런 얘기 자체가 마음이 지금 없다라고 우리가 생각하는 규민이 이런 얘기를 들으면 들을수록 더 싫어지고, 그래서 그 마음이 결국 인터뷰에서 싫더라고요라는 얘기를 할 수밖에 없게끔 만들어버린 거까지 감정의 골이 들어가지 않았나?"
SPEAKER_2,,혜윤 씨가 계속 뭐 왜 나는 걱정 안 해 왜 쟤만 걱정하고 왜 방에 들어가서 얘기해 이런 거 자체가 이제 규민 씨는 왜 얘는 지금 나한테 이렇게 여자친구인 것 처럼 그러니깐 더 뭔가 불편해지는 것 같아요.,정규민,negative,emotion_polarity,혜윤 씨는 규민 씨에게 불편함을 느끼고 있습니다. 규민 씨가 다른 사람에 대해 걱정하는 것에 대해 불만을 가지고 있습니다.
SPEAKER_4,,그 말이 좀 직접적인 말이었던 것 같아요.,성해은,negative,direct,그 말이 좀 직접적인 말이었던 것 같아요.
SPEAKER_2,,왜 나는 걱정 안 해? 그렇게 둘 사이에 가까워졌어? 이런 거 자체가 어떻게 보면 집착같이 느껴질 수도 있어 규민 입장에서 말이야 얘 왜 이렇게까지 얘기하지 나한테? 답답할 수 있죠 두 분의 마음을 다 이해하는데 되게 불편하긴 하고 속상하기도 하고 사람 마음이 이렇게 다른 게 너무 속상하다. ------------------------- 씬5 X룸 방문,정규민,negative,emotion_polarity,속상하다
SPEAKER_1,,음.. 지금까지는 다 X와의 시간을 가지는 게 전혀 없었잖아요. 그리고 이렇게 공식적으로 엑스와의 시간을 가질 수 있게 해주는 게 드디어 왔구나 싶어서 너무 기뻤고 나를 계속 보는 마음은 어떤지 다 궁금했어요. -해은,정규민,positive,relationship,"해은은 엑스와의 시간을 가질 수 있는 기회에 대해 기뻐하고, 엑스와의 관계에 대한 궁금증을 표현합니다."
SPEAKER_1,,나나나 편지도 서로 애기 얘기하면서 너무너무 알콩달콩하게 잘 지냈던 시절이 딱 눈에 보이니까 좀 안 믿기기도 하고 슬펐어요. -해은,정규민,Sad,Emotion,The speaker expresses sadness and nostalgia for a past relationship.
SPEAKER_1,,군대 때나 지금까지 싸웠었던 행복했던 편지나 다 간직하고 있었다는 게 저도 놀라워요. -해은,정규민,긍정,감정 표현,해은이 과거의 행복한 추억을 회상하며 놀라움을 표현함
SPEAKER_1,,규민이는 항상 저한테 필요한 선물을 센스 있게 항상 줬었어 어떡해.. -해은,정규민,긍정,감정 표현,규민이가 항상 필요한 선물을 센스 있게 줬다는 감정 표현
SPEAKER_1,,나 이거 진짜 가지고 싶었는데.. -해은,성해은,Positive,Wish,해은이 가지고 싶은 것을 언급함
SPEAKER_1,,제가 비행 갔을 때 사준 옷들이 걸려있더라고요. -해은,정규민,positive,relationship,"해은이 비행 중에 사준 옷들이 걸려있다고 언급하며, 상대방과의 관계에 대한 긍정적인 감정을 표현함"
SPEAKER_1,,안 버리고 가지고 있었구나. -해은,성해은,긍정,감정 표현,해은이 안 버리고 가지고 있었던 것에 대한 긍정적인 감정 표현
SPEAKER_1,,"그래서 그거 아직 가지고 있는 게 고맙고, 그때 진짜 너무 좋았었는데 하면서 추억하게 되고, 혜은이가 뭘 하든 응원한다고 규민이가 늘 그냥 저한테는 그런 사람이었거든요. -해은",정규민,긍정적,감정 표현,규민에 대한 감사와 추억을 표현
SPEAKER_1,,"뒤에서 그림자처럼 뭐라든지 응원해주는 사람이었어서 그랬던 시절이 있었는데, 하고 좋기도 했고, 그랬던 규민이 와, 지금 모습이 너무나도 대비돼서 아봤죠? -해은",정규민,Negative,Regret,Regret for past relationship and current situation
SPEAKER_1,,너무 지금이랑은 너무 다른 모습의 우리라서 너무 슬펐어요. -해은,성해은,negative,emotion,슬픔
SPEAKER_9,,규민이가 저한테 응원해줬던 거들 다 너무 벅차게 행복했는데 또 아픈것들도 있더라구요.  -해은,정규민,긍정,감정 표현,규민이가 저한테 응원해줬던 거들 다 너무 벅차게 행복했는데 또 아픈것들도 있더라구요.
SPEAKER_9,,너랑 똑같은 사람을 만나라는 말 아팠어요. -해은,정규민,negative,emotion_polarity,아팠어요
SPEAKER_9,,너는 너랑 똑같은 사람 만나서 그런 연애하라고 제발 가라고 했었어서. 그 말이 다시 회상이 됐었어요. -해은,정규민,negative,relationship,해은이 과거의 연애에 대한 부정적인 감정을 표현함
SPEAKER_9,,규민이 붙잡으려고 뭐라도 하려고 막 꽉 채워서 쓴 규민이 붙잡는 말들이었거든요. -해은,정규민,positive,relationship,규민이 붙잡으려고 노력한 말들
SPEAKER_9,,진짜.. 끝인 것 같아서 그 편지를 줄 필요가 없었어서 그 편지는 제가 가지고 있었던 것 같아요. -해은,정규민,negative,Regret,Regret for not giving the letter
SPEAKER_9,,"너무 오래 만났다 보니까 초반 연애처럼 뜨겁지 않은데 더 차갑지도 않고 그냥 잔잔하게 따뜻하게 쭉 갔었던 것 같아요. 다들 20살, 21살 때 막 그렇게 놀고 하던 것을 규민이만 계속 만나다 보니까 이게 20살 중반 되다 보니까 이제 애들 다 놀고 나도 궁금한 거예요. -해은",정규민,Neutral,Relationship,"The speaker expresses a sense of longing for the excitement of early relationships, but also acknowledges the comfort and stability of their current relationship with 규민이."
SPEAKER_3,,"이제 나이 들면서 자연스럽게 변하겠지만, 어렸을 때는 확실히 내 사람만 보는 사람이었다면 보이잖아요. 점점 나한테 소홀해지고 에너지가 떨어지고, 내가 그 좀 혜은이한테 맞지 않겠다. 이런 생각이 계속 들었던 것 같아요. -규민",성해은,negative,relationship,규민은 성해은과의 관계에서 소홀함과 에너지 부족을 느끼고 있다.
SPEAKER_1,,"스무 살 중반기쯤부터, 막 제가 좀 더 놀고 싶고 연락도 안 하고 친구들하고 술 마시러 나가고, 그렇게 신뢰를 깨트리는 행동을 많이 했었어요. 제가 친구들이랑 놀고 왔던 날이었거든요. 그거 다 걸리고 연락을 아예 안 하고, 그냥 저는 잠든 건데. 근데 그것도 너무 순수했던 우리 혜은이가 놀러 나갔고, 이런 모습을 보다 보니까 -해은",성해은,negative,relationship,"The speaker apologizes for breaking trust and causing hurt to their partner, expressing regret and a desire to make amends."
SPEAKER_3,,"실망을 많이 하기도 했었고, 내가 생각했던 사람이랑 좀 다를 수도 있겠다. -규민",성해은,negative,disappointment,"규민이 실망을 표현하며, 상대방과의 관계에 대한 의문을 제기함"
SPEAKER_3,,나는 되게 나만 좋아해주고 그런 환상을 가지고 있었던 거죠. 어떻게 보면 그런 환상이 처음으로 깨졌던 순간. -규민,성해은,negative,Regret,"규민은 자신의 환상이 깨진 순간을 회상하며, 그 때의 감정을 표현합니다."
SPEAKER_3,,"오히려 그거를 알았다고 너무 내가 올가맨 것 같아서 혜은이를 오히려 그게 좀 미안하고 내 자신이 조금 원망스럽고, 그때 그때쯤에 너무 많이 싸우고 그러다 보니까 그냥 아, 야 안 되겠다 헤어지자 하고 헤어지고, 진짜 내가 잘하고 규민이한테 다른 모습을 보여줘야겠다 마음 먹고 규민이한테 찾아가서 진짜 엉엉 울었죠. -해은",정규민,negative,Regret,Regret and self-blame for past actions
SPEAKER_1,,"진짜 마스크가 다 젖을 정도로 진짜 진짜 너무 보고 싶고, 잘하겠다고 다시 한 번만 기회 달라고, 그게 마지막으로 붙잡았던 것 같아요 -해은",정규민,negative,Regret,Regret for not being able to meet someone
SPEAKER_1,,규민이는 어쨌든 사랑하는 마음이 있어서 저한테 붙잡혀줬었어요 -해은,정규민,positive,relationship,규민이는 어쨌든 사랑하는 마음이 있어서 저한테 붙잡혀줬었어요
SPEAKER_1,,"그냥 저는 제가 할 수 있는 거는 규민이가 바쁘고 연락이 안 되고 나한테 소홀하더라도, 가만히 기다리고 응원해주는 모습을 보이는 것 뿐이었어요. 근데 그게 쌓이고 쌓이고 쌓여서 저도 너무 서러운 거예요. 비참하고, 그때 규민이한테 제 서러움을 토해냈던 적이 있어요. -해은",정규민,negative,emotion_polarity,서러움 토로
SPEAKER_1,,"그것도 또 자기 때문에 서운해서 우는 거니까, 그것조차 되게 철없어 보이고, 보기 싫었대요. 그때 저도 그래서 느꼈어요. 이게 진짜 이 관계 끝났구나. 왜냐면 내가 얘 앞에서 우는데도 그 모습조차 보기 싫을 정도로 진짜 마음이 떴구나 싶어서, 그때 딱 진짜 이별을 직감하고 헤어지게 됐어요. -해은",정규민,부정적,이별,이별을 직감하고 헤어지게 된 상황
SPEAKER_1,,엑스 소개서를 제가 처음 봤거든요. -해은,성해은,긍정,소개서,해은이 엑스 소개서를 처음 봤다는 내용
SPEAKER_1,,잘 읽다가 마지막 문단에 '규민이가 좋은 사람 만나서 행복했으면 좋겠어요' 라고 한 게 갑자기 또 확 아프더라고요. -해은,정규민,negative,emotion_polarity,해은이 규민이에 대한 부정적인 감정을 표현함
SPEAKER_1,,"자기 말고 다른 사람이랑 잘 되기를 원하는 것 같아서, 규민이의 속마음은 역시나 그건가 싶어서, -해은",정규민,negative,Regret,규민이의 속마음은 역시나 그런가 싶어서
